title,release_year,runtime
The Kid & I,2005.0,93.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,143.0
King Kong,2005.0,187.0
Memoirs of a Geisha,2005.0,145.0
The Family Stone,2005.0,103.0
The Promise,2005.0,98.0
Kiss of Death,1947.0,98.0
Where Were You When the Lights Went Out?,1968.0,89.0
Cuban Rafters,2002.0,120.0
Havoc,2005.0,85.0
Samurai Rebellion,1967.0,128.0
Koirankynnen leikkaaja,2004.0,0.0
Mother India,1957.0,172.0
Cowards Bend the Knee,2003.0,64.0
A Generation,1955.0,83.0
"Ivan the Terrible, Part II: The Boyars' Plot",1958.0,88.0
Down,2001.0,111.0
The Loveless,1981.0,82.0
A Room for Romeo Brass,1999.0,90.0
Dona Flor and Her Two Husbands,1976.0,110.0
The Matador,2005.0,96.0
Look Both Ways,2005.0,100.0
Wal-Mart: The High Cost of Low Price,2005.0,98.0
7 Seconds,2005.0,96.0
8 Million Ways to Die,1986.0,115.0
Beyond the Forest,1949.0,97.0
Phffft!,1954.0,88.0
Mozart and the Whale,2005.0,92.0
The Organization,1971.0,106.0
Cinderella Liberty,1973.0,117.0
Knute Rockne All American,1940.0,98.0
A Scene at the Sea,1991.0,101.0
Birdcage Inn,1998.0,100.0
Real Fiction,2000.0,82.0
Address Unknown,2001.0,117.0
Don't Look Now: We're Being Shot At,1966.0,132.0
They Died with Their Boots On,1941.0,140.0
The Three Burials of Melquiades Estrada,2005.0,121.0
House of Strangers,1949.0,101.0
Lili,1953.0,81.0
Slim Susie,2003.0,97.0
Executive Protection,2001.0,112.0
The Aura,2005.0,134.0
The Ambushers,1967.0,102.0
Day of Anger,1967.0,111.0
Munich,2005.0,164.0
The Producers,2005.0,134.0
Transamerica,2005.0,103.0
Rumor Has It...,2005.0,97.0
Cheaper by the Dozen 2,2005.0,94.0
Fun with Dick and Jane,2005.0,90.0
The Ringer,2005.0,94.0
Casanova,2005.0,112.0
Mrs Henderson Presents,2005.0,103.0
The White Countess,2005.0,135.0
Dirty Love,2005.0,91.0
The Spirit of the Beehive,1973.0,97.0
Our Father,2002.0,84.0
Interrogation,1989.0,118.0
Richard Pryor: Live in Concert,1979.0,78.0
Kevin & Perry Go Large,2000.0,82.0
The Ear,1970.0,94.0
The Debutantes,2003.0,116.0
Luxo Jr.,1986.0,2.0
Keeping Mum,2005.0,103.0
Paheli,2005.0,141.0
Goodnight Mister Tom,1998.0,85.0
Late Spring,1949.0,108.0
The Dentist,1996.0,92.0
David Copperfield,1935.0,130.0
Family,1996.0,98.0
How to Irritate People,1969.0,68.0
Threads,1984.0,112.0
Yamakasi,2001.0,90.0
Love's Enduring Promise,2004.0,88.0
After Image,2001.0,0.0
After Midnight,1989.0,90.0
The New World,2005.0,135.0
Voices of a Distant Star,2002.0,25.0
"When You Comin' Back, Red Ryder?",1979.0,113.0
Christmas in Connecticut,1945.0,102.0
She,1935.0,101.0
Passport to Pimlico,1949.0,84.0
Whisky Galore!,1949.0,82.0
A Run for Your Money,1949.0,85.0
The Master of Ballantrae,1953.0,90.0
7 Faces of Dr. Lao,1964.0,100.0
Samurai Assassin,1965.0,122.0
Lies My Father Told Me,1975.0,102.0
We All Loved Each Other So Much,1974.0,124.0
The Boys of Baraka,2005.0,84.0
Tartuffe,1925.0,74.0
Sympathy for Lady Vengeance,2005.0,115.0
Boys Don't Cry,2000.0,90.0
Superprodukcja,2002.0,92.0
Grand Theft Parsons,2003.0,88.0
Devil's Pond,2003.0,92.0
The Cross of Lorraine,1943.0,90.0
The Cutting Edge: The Magic of Movie Editing,2004.0,98.0
The Quiller Memorandum,1966.0,104.0
49th Parallel,1941.0,121.0
Yesterday,2004.0,96.0
Penelope,1966.0,97.0
Ted Bundy,2002.0,99.0
District B13,2004.0,84.0
BloodRayne,2005.0,95.0
Hostel,2005.0,94.0
Grandma's Boy,2006.0,94.0
Tristan & Isolde,2006.0,125.0
Glory Road,2006.0,118.0
Last Holiday,2006.0,112.0
Hoodwinked!,2005.0,80.0
April's Shower,2003.0,98.0
Underworld: Evolution,2006.0,106.0
Looking for Comedy in the Muslim World,2005.0,98.0
Casper Meets Wendy,1998.0,90.0
Hell Drivers,1957.0,108.0
Shadows of Forgotten Ancestors,1965.0,97.0
Buried Alive,1990.0,93.0
Séance,2000.0,118.0
Hallelujah,1929.0,100.0
Cul-de-sac,1966.0,113.0
Riding Alone for Thousands of Miles,2005.0,107.0
Confidentially Yours,1983.0,110.0
Revolution,1985.0,126.0
Project A,1983.0,106.0
A Woman's Face,1941.0,106.0
Sword of Gideon,1986.0,173.0
Little Manhattan,2005.0,84.0
Crocodile,1996.0,102.0
The Lower Depths,1936.0,90.0
Vinci,2004.0,108.0
The Ordeal,2006.0,88.0
The Dunwich Horror,1970.0,90.0
The Creeping Unknown,1955.0,82.0
Hellraiser: Hellseeker,2002.0,89.0
Inside Daisy Clover,1966.0,128.0
Gamera vs. Gyaos,1967.0,86.0
Over the Edge,1979.0,95.0
Roads to Koktebel,2003.0,100.0
Swamp Women,1956.0,67.0
8MM 2,2005.0,106.0
On Probation,2005.0,112.0
Bombón: The Dog,2004.0,97.0
The Bird People in China,1998.0,118.0
Thoughtcrimes,2003.0,86.0
Water,2005.0,115.0
The Temptations,1998.0,175.0
Sophie Scholl: The Final Days,2005.0,117.0
The Big House,1930.0,87.0
Uuno Turhapuro armeijan leivissä,1984.0,102.0
Matti: Hell Is for Heroes,2006.0,135.0
The World's Fastest Indian,2005.0,127.0
As Tears Go By,1988.0,102.0
Bandidas,2006.0,93.0
Made in Britain,1982.0,76.0
A Cock and Bull Story,2005.0,94.0
The Bitter Tea of General Yen,1933.0,88.0
Love in the Afternoon,1972.0,97.0
Charlie: The Life and Art of Charles Chaplin,2003.0,132.0
Wilby Wonderful,2004.0,99.0
The Mystery of Rampo,1994.0,100.0
Helter Skelter,2004.0,137.0
French Fried Vacation,1978.0,105.0
Annapolis,2006.0,108.0
Big Momma's House 2,2006.0,99.0
Nanny McPhee,2005.0,97.0
Sweet November,1968.0,114.0
Double Dare,2004.0,81.0
The Dark,2006.0,87.0
Panic in Year Zero!,1962.0,93.0
Here Comes the Groom,1951.0,113.0
Julie,1956.0,99.0
Tea for Two,1950.0,98.0
Green Dolphin Street,1947.0,141.0
Lt. Robin Crusoe U.S.N.,1966.0,113.0
Bye Bye Birdie,1963.0,112.0
The Comedians of Comedy,2005.0,103.0
The Honey Pot,1967.0,125.0
The Tuskegee Airmen,1995.0,106.0
Final Destination 3,2006.0,93.0
I Could Go on Singing,1963.0,100.0
Something New,2006.0,99.0
Free Money,1998.0,93.0
The Wind,1928.0,95.0
Dave Chappelle's Block Party,2005.0,100.0
Madame Curie,1943.0,124.0
Orfeu,1999.0,110.0
The Sex of the Stars,1993.0,0.0
Imagine Me & You,2005.0,93.0
Mississippi Mermaid,1969.0,123.0
Good Old Daze,1994.0,101.0
Place Vendome,1998.0,117.0
Broken Lance,1954.0,96.0
The Four Horsemen of the Apocalypse,1921.0,132.0
Sabah,2005.0,86.0
The Call of Cthulhu,2005.0,47.0
The Pink Panther,2006.0,93.0
Troll,1986.0,82.0
The Business,2005.0,96.0
Curious George,2006.0,86.0
Firewall,2006.0,105.0
The Great McGinty,1940.0,82.0
Le créateur,1999.0,92.0
The White Diamond,2004.0,90.0
Tony Takitani,2004.0,76.0
When a Stranger Calls,2006.0,87.0
Tamara,2005.0,98.0
London,2005.0,92.0
Neil Young: Heart of Gold,2006.0,99.0
Freedomland,2006.0,113.0
Winter Passing,2006.0,98.0
Eight Below,2006.0,120.0
Date Movie,2006.0,83.0
Running Scared,2006.0,122.0
Madea's Family Reunion,2006.0,110.0
Doogal,2006.0,85.0
Ultraviolet,2006.0,87.0
Just My Luck,2006.0,103.0
Pulse,2006.0,90.0
Deep Sea 3D,2006.0,41.0
16 Blocks,2006.0,105.0
Agatha and the Storm,2004.0,125.0
Bongwater,1997.0,97.0
Trauma,1993.0,106.0
Election,2005.0,101.0
Half Light,2006.0,110.0
Twist of Faith,2005.0,87.0
Failure to Launch,2006.0,97.0
Ultimate Avengers,2006.0,72.0
Ice Age: The Meltdown,2006.0,91.0
All Quiet on the Western Front,1979.0,150.0
The Big White,2005.0,100.0
Stromboli,1950.0,105.0
Cyrano de Bergerac,1950.0,112.0
Shinobi: Heart Under Blade,2005.0,107.0
Every Man for Himself,1980.0,87.0
Chronos,1985.0,43.0
Five Children and It,2004.0,88.0
Free Zone,2005.0,90.0
The Naked Spur,1953.0,91.0
The Prince & Me 2: The Royal Wedding,2006.0,96.0
Ask the Dust,2006.0,117.0
V for Vendetta,2006.0,132.0
She's the Man,2006.0,105.0
Thank You for Smoking,2005.0,92.0
Find Me Guilty,2006.0,125.0
Inside Man,2006.0,129.0
Tsotsi,2005.0,94.0
Aquamarine,2006.0,104.0
The Illustrated Man,1969.0,103.0
Leprechaun 2,1994.0,85.0
Leprechaun 3,1995.0,90.0
Leprechaun 4: In Space,1996.0,95.0
Leprechaun in the Hood,2000.0,90.0
The Dark at the Top of the Stairs,1960.0,124.0
Story of a Love Affair,1950.0,98.0
The Man Who Sued God,2001.0,97.0
Lights in the Dusk,2006.0,78.0
Kummeli Stories,1995.0,86.0
Stranger on the Third Floor,1940.0,64.0
The Hills Have Eyes,2006.0,107.0
The Shaggy Dog,2006.0,98.0
A Personal Journey with Martin Scorsese Through American Movies,1995.0,225.0
Inspector Clouseau,1968.0,96.0
Son of the Pink Panther,1993.0,93.0
Unknown White Male,2005.0,88.0
The Lives of Others,2006.0,137.0
The Red and the White,1967.0,90.0
Fatty Drives the Bus,1999.0,82.0
City on Fire,1987.0,98.0
"Goodbye South, Goodbye",1996.0,116.0
Nanook of the North,1922.0,79.0
Don't Torture a Duckling,1972.0,102.0
Resurrection,1980.0,103.0
Youth of the Beast,1963.0,92.0
Go Tell the Spartans,1978.0,114.0
They Call Me Mister Tibbs!,1970.0,108.0
Take the Lead,2006.0,108.0
The Lacemaker,1977.0,107.0
The Devil and Daniel Johnston,2005.0,110.0
L’argent,1983.0,85.0
The Trial of Joan of Arc,1962.0,65.0
Mouchette,1967.0,81.0
The Caiman,2006.0,112.0
Lucky Number Slevin,2006.0,110.0
The Wild Blue Yonder,2005.0,81.0
Wheel of Time,2003.0,81.0
Riot On!,2004.0,78.0
Volver,2006.0,121.0
The N Word,2006.0,0.0
Akeelah and the Bee,2006.0,112.0
Lisbela and the Prisoner,2003.0,106.0
Brainstorm,2001.0,74.0
Urban Legends: Bloody Mary,2005.0,93.0
Larry the Cable Guy: Health Inspector,2006.0,89.0
Stay Alive,2006.0,100.0
Annie Oakley,1935.0,90.0
Basic Instinct 2,2006.0,114.0
Brick,2005.0,110.0
The Brothers Lionheart,1977.0,102.0
The Dead Hate the Living!,2000.0,90.0
Evil Aliens,2006.0,93.0
Santa's Slay,2005.0,78.0
The Dark Hours,2005.0,80.0
This Film Is Not Yet Rated,2006.0,98.0
Fragile,2005.0,101.0
ATL,2006.0,105.0
The Brotherhood of Justice,1986.0,97.0
Slither,2006.0,95.0
The Benchwarmers,2006.0,80.0
Phat Girlz,2006.0,99.0
Renaissance,2006.0,105.0
Go for Zucker,2005.0,136.0
The Curse of the Werewolf,1961.0,93.0
Dead Fish,2005.0,94.0
Friends with Money,2006.0,88.0
The King Is Dancing,2000.0,115.0
Keane,2004.0,90.0
Reefer Madness: The Movie Musical,2005.0,109.0
I Love Your Work,2003.0,111.0
Beauty and the Bastard,2005.0,102.0
Dementia,1955.0,56.0
Magic,1978.0,107.0
Candy,2006.0,116.0
Secrets of a Soul,1926.0,97.0
The Child,2005.0,95.0
9/11,2002.0,128.0
"Lacombe, Lucien",1974.0,138.0
Hoot,2006.0,91.0
Where the Red Fern Grows,1974.0,97.0
Scary Movie 4,2006.0,83.0
Hard Candy,2005.0,103.0
Dead Birds,2004.0,91.0
La Chinoise,1967.0,96.0
Shutter,2004.0,97.0
A Prairie Home Companion,2006.0,105.0
Even Money,2006.0,113.0
The Chess Players,1977.0,129.0
Pinocchio and the Emperor of the Night,1987.0,83.0
Corvette Summer,1978.0,105.0
The Sentinel,2006.0,108.0
Mirage,1965.0,108.0
The President's Last Bang,2005.0,102.0
The Wild,2006.0,94.0
My Brother's Wife,2005.0,89.0
Silent Hill,2006.0,125.0
Battle in Heaven,2005.0,96.0
American Dreamz,2006.0,107.0
Hôtel du Nord,1938.0,95.0
Irresistible,2006.0,103.0
Mata Hari,1931.0,89.0
23,1998.0,99.0
Kinky Boots,2005.0,107.0
The Glass Key,1942.0,85.0
The Protector,2005.0,108.0
Mission: Impossible III,2006.0,126.0
The Wayward Cloud,2005.0,114.0
Die Nibelungen: Siegfried,1924.0,140.0
Die Nibelungen: Kriemhild's Revenge,1924.0,129.0
The Coast Guard,2002.0,96.0
RV,2006.0,99.0
United 93,2006.0,111.0
Stick It,2006.0,105.0
Secret Beyond the Door,1948.0,99.0
Man Push Cart,2005.0,87.0
The World,2005.0,143.0
Soldier Blue,1970.0,112.0
Footlight Parade,1933.0,104.0
LolliLove,2004.0,64.0
An American Haunting,2005.0,83.0
Down in the Valley,2005.0,112.0
The Hidden Blade,2004.0,132.0
Over the Hedge,2006.0,83.0
Art School Confidential,2006.0,102.0
Poseidon,2006.0,99.0
The Da Vinci Code,2006.0,149.0
X-Men: The Last Stand,2006.0,104.0
The Break-Up,2006.0,106.0
Peaceful Warrior,2006.0,120.0
Twelve and Holding,2005.0,90.0
Wah-Wah,2005.0,120.0
Keeping Up with the Steins,2006.0,90.0
Cars,2006.0,117.0
Wassup Rockers,2005.0,111.0
The Lost City,2005.0,144.0
Standing Still,2005.0,90.0
Carlito's Way: Rise to Power,2005.0,100.0
Conspirators of Pleasure,1996.0,83.0
Tall in the Saddle,1944.0,87.0
Beyond a Reasonable Doubt,1956.0,80.0
Sinbad of the Seven Seas,1989.0,93.0
The Earth Is a Sinful Song,1973.0,104.0
Shanghai Dreams,2005.0,123.0
Vera Cruz,1954.0,94.0
The Notorious Bettie Page,2005.0,91.0
The Mechanik,2005.0,94.0
Parting Glances,1986.0,90.0
Game 6,2005.0,87.0
American Gun,2005.0,95.0
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2006.0,103.0
On a Clear Day,2005.0,98.0
The Omen,2006.0,110.0
The King,2005.0,105.0
Nacho Libre,2006.0,92.0
The Lake House,2006.0,99.0
Click,2006.0,107.0
The Seventh Victim,1943.0,71.0
Bleak Moments,1971.0,111.0
Edvard Munch,1974.0,221.0
The Ace of Hearts,1921.0,75.0
The Devil Wears Prada,2006.0,109.0
Pirates of the Caribbean: Dead Man's Chest,2006.0,151.0
"You, Me and Dupree",2006.0,108.0
Clerks II,2006.0,97.0
Lady in the Water,2006.0,110.0
My Super Ex-Girlfriend,2006.0,95.0
Tammy and the Bachelor,1957.0,89.0
Lady on a Train,1945.0,94.0
Nightmare Castle,1965.0,104.0
Let It Be,1970.0,81.0
"Farewell, Home Sweet Home",1999.0,118.0
See No Evil,2006.0,84.0
Marie Antoinette,2006.0,123.0
Lady in the Lake,1947.0,105.0
Trial on the Road,1971.0,96.0
Who Killed the Electric Car?,2006.0,92.0
The Miracle of Bern,2003.0,118.0
The Mother and the Whore,1973.0,217.0
An Inconvenient Truth,2006.0,100.0
Test Pilot,1938.0,118.0
Career Opportunities,1991.0,83.0
Hollow Man II,2006.0,91.0
Chuck Berry: Hail! Hail! Rock 'n' Roll,1987.0,120.0
Psych-Out,1968.0,101.0
National Lampoon's Cattle Call,2006.0,83.0
Sister Kenny,1946.0,116.0
Mountain Patrol,2004.0,85.0
High School Musical,2006.0,98.0
Ice Bound - A Woman's Survival at the South Pole,2003.0,120.0
Drawing Restraint 9,2005.0,135.0
Crossing the Bridge: The Sound of Istanbul,2005.0,90.0
I Am a Sex Addict,2005.0,98.0
Lower City,2005.0,98.0
Forever Mine,1999.0,115.0
The War Within,2005.0,93.0
The Ax,2005.0,122.0
Adam & Steve,2006.0,99.0
Beyond the Rocks,1922.0,80.0
Bob the Butler,2005.0,90.0
Jack Frost 2: Revenge of the Mutant Killer Snowman,2000.0,91.0
Stoned,2005.0,102.0
Marked Woman,1937.0,96.0
Running,1979.0,102.0
Blessed Event,1932.0,80.0
Fearless,2006.0,103.0
Susan Lenox (Her Fall and Rise),1931.0,76.0
The Adjuster,1992.0,102.0
The Fast and the Furious: Tokyo Drift,2006.0,104.0
Garfield: A Tail of Two Kitties,2006.0,78.0
Metal: A Headbanger's Journey,2005.0,91.0
Summer in Berlin,2005.0,105.0
The Public Eye,1992.0,99.0
The Bribe,1949.0,98.0
Without Love,1945.0,111.0
Waist Deep,2006.0,97.0
The Sheriff and the Satellite Kid,1979.0,88.0
Triple Cross,1966.0,140.0
Mouth to Mouth,2005.0,101.0
Mad Dog Morgan,1976.0,102.0
Spite Marriage,1929.0,76.0
Superman Returns,2006.0,154.0
Edward II,1991.0,90.0
The Road to Guantanamo,2006.0,95.0
Leonard Cohen: I'm Your Man,2006.0,98.0
Edmond,2005.0,82.0
The Oh in Ohio,2006.0,88.0
Little Miss Sunshine,2006.0,102.0
Brothers of the Head,2005.0,93.0
Forgiving Dr. Mengele,2006.0,82.0
Fuse,2003.0,105.0
Curse of the Pink Panther,1983.0,109.0
Mimic: Sentinel,2003.0,77.0
Rock 'n' Roll Nightmare,1987.0,83.0
These Girls,2005.0,92.0
Why Does Herr R. Run Amok?,1970.0,84.0
Instrument: Ten Years with the Band Fugazi,1999.0,115.0
The 300 Spartans,1962.0,114.0
The Fallen Idol,1948.0,95.0
Desperate,1947.0,73.0
Knock on Any Door,1949.0,100.0
Babel,2006.0,143.0
China Seas,1935.0,87.0
I Walk the Line,1970.0,97.0
The Thief Lord,2006.0,98.0
The Girl Can't Help It,1956.0,99.0
Krrish,2006.0,154.0
Strangers with Candy,2006.0,97.0
Prophecy,1979.0,102.0
The Kremlin Letter,1970.0,120.0
Young Mr. Lincoln,1939.0,100.0
Subject Two,2006.0,93.0
Blackjack,1998.0,108.0
Three Times,2005.0,136.0
The Gumball Rally,1976.0,105.0
Wordplay,2006.0,94.0
Army of Shadows,1969.0,145.0
Orchestra Rehearsal,1978.0,70.0
Little Man,2006.0,98.0
Dames,1934.0,91.0
Dancing Lady,1933.0,92.0
The Purple Plain,1954.0,100.0
Coonskin,1975.0,100.0
Whispering Corridors 2: Memento Mori,1999.0,98.0
End Game,2006.0,93.0
End of the Spear,2005.0,108.0
Two for the Seesaw,1962.0,119.0
The Detective,1968.0,114.0
Monster House,2006.0,91.0
Wrong Side Up,2005.0,100.0
Just Love Me,2006.0,98.0
How Much Do You Love Me?,2005.0,95.0
Colour Me Kubrick,2005.0,86.0
Death of a Bureaucrat,1966.0,85.0
Snakes on a Plane,2006.0,105.0
Scoop,2006.0,96.0
Talladega Nights: The Ballad of Ricky Bobby,2006.0,116.0
Night at the Museum,2006.0,108.0
World Trade Center,2006.0,128.0
Stranger Than Fiction,2006.0,113.0
The Valley of Decision,1945.0,119.0
The Last Angry Man,1959.0,100.0
The Good Fairy,1935.0,98.0
Sione's Wedding,2006.0,97.0
Miami Vice,2006.0,134.0
The Groomsmen,2006.0,98.0
Shadowboxer,2005.0,93.0
Each Dawn I Die,1939.0,92.0
Loch Ness,1996.0,101.0
"Good Morning, Night",2003.0,106.0
Live and Become,2005.0,140.0
On Dangerous Ground,1951.0,82.0
The Pursuit of Happyness,2006.0,117.0
Tears of the Black Tiger,2000.0,110.0
John Tucker Must Die,2006.0,87.0
The Ant Bully,2006.0,88.0
Warning Shadows,1923.0,90.0
Leaves from Satan's Book,1920.0,121.0
Michael,1924.0,93.0
Lady Killer,1933.0,76.0
Mrs Palfrey at The Claremont,2005.0,108.0
The Death of Mr. Lazarescu,2005.0,150.0
Cría Cuervos,1975.0,110.0
Ciao! Manhattan,1973.0,84.0
"Gas, Inspector Palmu!",1961.0,94.0
The Rainmaker,1956.0,121.0
Crank,2006.0,88.0
The Secret Life of Words,2005.0,112.0
The Dudesons Movie,2006.0,76.0
Black Gold,2011.0,130.0
The Hurricane,1937.0,110.0
Johnny Was,2006.0,93.0
Played,2006.0,87.0
Chaos,2005.0,106.0
The Night Listener,2006.0,91.0
Barnyard,2006.0,90.0
Murmur of the Heart,1971.0,118.0
They Won't Believe Me,1947.0,95.0
The Left Hand of God,1955.0,87.0
Compulsion,1959.0,103.0
A Canterbury Tale,1944.0,124.0
Dirty Mary Crazy Larry,1974.0,93.0
Angels Over Broadway,1940.0,79.0
Fortress,1985.0,88.0
Step Up,2006.0,104.0
Zoom,2006.0,83.0
Bon Cop Bad Cop,2006.0,116.0
Tom Dick and Harry,1941.0,87.0
Mind Game,2004.0,103.0
Land of the Blind,2006.0,110.0
Half Nelson,2006.0,107.0
The Moustache,2005.0,87.0
Wing Chun,1994.0,93.0
Executioners,1993.0,101.0
The Legend of the Swordsman,1992.0,107.0
Peking Opera Blues,1986.0,104.0
Tideland,2005.0,120.0
Good News,1947.0,93.0
Thunderbolt,1995.0,108.0
G-Men,1935.0,85.0
Adam's Apples,2005.0,94.0
Cabin in the Sky,1943.0,98.0
Tol'able David,1921.0,99.0
2:37,2006.0,91.0
Material Girls,2006.0,97.0
Accepted,2006.0,93.0
Lie with Me,2005.0,93.0
Crime Busters,1977.0,110.0
Att stjäla en tjuv,1996.0,93.0
Drömkåken,1993.0,97.0
Shake It,2001.0,98.0
Born to Kill,1947.0,92.0
Heading South,2005.0,108.0
Seven Men from Now,1956.0,78.0
Captain January,1936.0,77.0
The Illusionist,2006.0,110.0
Adventures of Don Juan,1948.0,110.0
State of the Union,1948.0,124.0
San Quentin,1937.0,70.0
The Queen,2006.0,103.0
36th Precinct,2004.0,111.0
Beerfest,2006.0,110.0
How to Eat Fried Worms,2006.0,98.0
Invincible,2006.0,105.0
Idlewild,2006.0,121.0
A Slight Case of Murder,1938.0,85.0
The Syrian Bride,2004.0,97.0
"Sorry, Haters",2005.0,83.0
The Ritz,1976.0,91.0
My Geisha,1962.0,119.0
Blithe Spirit,1945.0,96.0
The Music Box,1932.0,29.0
The Red Balloon,1956.0,34.0
Way Out West,1937.0,64.0
Angel-A,2005.0,91.0
Green for Danger,1946.0,91.0
A Chump at Oxford,1940.0,63.0
Block-Heads,1938.0,57.0
The Icicle Thief,1989.0,90.0
Quinceañera,2006.0,90.0
The Puffy Chair,2005.0,85.0
Lassie,2005.0,100.0
Mutual Appreciation,2005.0,109.0
The Wicker Man,2006.0,102.0
Crossover,2006.0,95.0
The Quiet,2005.0,96.0
Sketches of Frank Gehry,2006.0,83.0
Ivanhoe,1982.0,137.0
Ronja Robbersdaughter,1984.0,126.0
Framed,1988.0,101.0
Breaking Out,1999.0,105.0
Yrrol,1994.0,88.0
The Wind That Shakes the Barley,2006.0,124.0
Blood on the Moon,1948.0,88.0
Le Notti Bianche,1957.0,101.0
Fateless,2005.0,140.0
The Bravados,1958.0,98.0
The Sign of the Cross,1932.0,124.0
The Criminal Life of Archibaldo de la Cruz,1955.0,89.0
Overlord,1975.0,83.0
Severance,2006.0,96.0
Time to Leave,2005.0,85.0
Hollywoodland,2006.0,126.0
The Covenant,2006.0,97.0
Jesse James,1939.0,106.0
The Scar,2013.0,90.0
The Last Kiss,2006.0,115.0
Gabrielle,2005.0,90.0
Trust the Man,2005.0,103.0
Sherrybaby,2006.0,96.0
Bio Zombie,1998.0,94.0
Idiocracy,2006.0,84.0
Jesus Camp,2006.0,87.0
The Bow,2005.0,89.0
The Crusades,1935.0,125.0
The Tiger and the Snow,2005.0,114.0
Pretty Poison,1968.0,89.0
The Fountain,2006.0,96.0
Fear City: A Family-Style Comedy,1994.0,93.0
Assassin(s),1997.0,128.0
Union Pacific,1939.0,135.0
A Boy Named Charlie Brown,1969.0,86.0
"Snoopy, Come Home",1972.0,81.0
A Soldier's Sweetheart,1998.0,112.0
The Science of Sleep,2006.0,105.0
City for Conquest,1940.0,104.0
Initial D,2005.0,107.0
Wicked,1998.0,88.0
The Long Voyage Home,1940.0,105.0
Not as a Stranger,1955.0,135.0
The Black Dahlia,2006.0,121.0
The Woods,2006.0,91.0
Everyone's Hero,2006.0,88.0
Gridiron Gang,2006.0,125.0
The Seventh Continent,1989.0,107.0
Aaltra,2004.0,92.0
Wonder Man,1945.0,98.0
Lisbon Story,1994.0,100.0
Streamers,1983.0,118.0
Land of Plenty,2004.0,123.0
Lemming,2005.0,130.0
Taxidermia,2006.0,91.0
Flight from Death: The Quest for Immortality,2003.0,0.0
Yuva,2004.0,161.0
Mondo Topless,1966.0,60.0
The Bridge,2006.0,93.0
Vixen!,1968.0,70.0
Empire Falls,2005.0,197.0
Piccadilly,1929.0,92.0
The Private Life of Henry VIII,1933.0,97.0
Apocalypto,2006.0,139.0
Household Saints,1993.0,124.0
Raintree County,1957.0,168.0
Flyboys,2006.0,140.0
Jackass Number Two,2006.0,95.0
All the King's Men,2006.0,125.0
Conversations with Other Women,2006.0,84.0
The Land Before Time II: The Great Valley Adventure,1994.0,73.0
Father Sergius,1918.0,112.0
The Assault,1986.0,124.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006.0,82.0
Iraq for Sale: The War Profiteers,2006.0,75.0
Pan's Labyrinth,2006.0,118.0
The Conqueror,1956.0,111.0
The Guardian,2006.0,139.0
Open Season,2006.0,83.0
School for Scoundrels,2006.0,100.0
Romy and Michele: In the Beginning,2005.0,120.0
St. Martin's Lane,1938.0,85.0
G.O.R.A.,2004.0,127.0
The Departed,2006.0,151.0
The Texas Chainsaw Massacre: The Beginning,2006.0,91.0
Employee of the Month,2006.0,103.0
Stormbreaker,2006.0,93.0
Sirocco,1951.0,98.0
"Hawaii, Oslo",2004.0,125.0
Dante's Inferno,1935.0,89.0
Antibodies,2005.0,127.0
Dr. Cyclops,1940.0,76.0
Running with Scissors,2006.0,116.0
Dillinger,1945.0,70.0
Brute Force,1947.0,98.0
Ellie Parker,2005.0,95.0
The Grudge 2,2006.0,102.0
Man of the Year,2006.0,115.0
The Marine,2006.0,92.0
Infamous,2006.0,110.0
One Night with the King,2006.0,123.0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006.0,97.0
Fellini's Casanova,1976.0,155.0
The Howards of Virginia,1940.0,116.0
The Last Bolshevik,1993.0,121.0
Chapayev,1934.0,93.0
The Elementary Particles,2006.0,105.0
